region,mlab_site,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
380_cs,FR-Paris,07-01-2011,3.926993,0.299770,83.000000,0.922753,0.066612,2.598758,608
380_cs,FR-Paris,08-01-2010,2.769285,0.271584,85.000000,0.830539,0.150313,1.987457,567
380_cs,FR-Paris,08-01-2011,,0.301511,84.000000,0.917562,0.066035,2.517391,
380_cs,FR-Paris,09-01-2010,2.019000,0.266192,87.000000,0.887082,0.099576,1.540590,801
380_cs,FR-Paris,10-01-2010,2.483196,0.270766,86.000000,0.870072,0.119422,1.684380,884
380_cs,FR-Paris,11-01-2010,1.885438,0.259354,87.000000,0.879172,0.111248,1.730802,824
380_cs,FR-Paris,12-01-2010,1.821227,0.262053,87.000000,0.856264,0.127644,1.492294,753
380_cs,GR-Athens,01-01-2011,1.345823,0.244931,144.000000,0.867778,0.121059,1.496633,408
380_cs,GR-Athens,02-01-2011,1.494774,0.244347,142.000000,0.882203,0.101188,1.793249,347
380_cs,GR-Athens,03-01-2010,,0.256555,137.000000,0.665640,0.304949,1.698305,
380_cs,GR-Athens,03-01-2011,1.583451,0.260715,135.000000,0.900599,0.087783,2.003953,373
380_cs,GR-Athens,04-01-2010,1.819087,0.265404,136.000000,0.787343,0.184786,1.996359,515
380_cs,GR-Athens,05-01-2010,2.006650,0.270731,138.000000,0.778479,0.201389,1.880488,475
380_cs,GR-Athens,06-01-2010,1.998041,0.265448,136.000000,0.766959,0.227053,2.143406,516
380_cs,GR-Athens,07-01-2010,1.710014,0.249790,139.000000,0.842734,0.135637,2.338816,413
380_cs,GR-Athens,07-01-2011,2.457604,0.290046,134.000000,0.927299,0.062695,2.550802,291
380_cs,GR-Athens,08-01-2010,1.925076,0.258379,137.000000,0.827345,0.148682,1.641558,256
380_cs,GR-Athens,08-01-2011,1.788627,0.290889,135.000000,0.925469,0.062263,2.072222,439
380_cs,GR-Athens,09-01-2010,1.481276,0.243210,139.000000,0.870295,0.112588,1.679513,332
380_cs,GR-Athens,09-01-2011,2.411123,0.294931,131.000000,0.918169,0.067603,2.272436,516
380_cs,GR-Athens,10-01-2010,1.795236,0.254557,134.000000,0.707965,0.277192,1.485000,368
380_cs,GR-Athens,11-01-2010,1.445021,0.247697,134.000000,0.778777,0.211520,1.689300,320
380_cs,GR-Athens,12-01-2010,1.254601,0.237772,141.000000,0.843938,0.143834,1.465385,332
380_cs,UK-London,03-01-2010,,0.275954,,,,,
380_ct,DE-Hamburg,01-01-2011,3.085887,0.286813,87.000000,0.892740,0.091184,2.432018,1227
380_ct,DE-Hamburg,02-01-2011,3.147509,0.294046,88.000000,0.884827,0.104445,2.327006,775
380_ct,DE-Hamburg,03-01-2010,,0.267483,86.000000,0.561562,0.433252,1.520737,
380_ct,DE-Hamburg,03-01-2011,3.267503,0.297555,90.000000,0.906785,0.079932,2.905011,933
380_ct,DE-Hamburg,04-01-2010,,0.273276,89.000000,0.487629,0.507178,1.512111,
380_ct,DE-Hamburg,05-01-2010,3.188684,0.272747,86.000000,0.608399,0.385142,1.694524,211
380_ct,DE-Hamburg,06-01-2010,,0.266149,93.000000,0.833110,0.157721,2.442804,
380_ct,DE-Hamburg,07-01-2010,,0.266153,90.000000,0.714810,0.279764,1.866221,
380_ct,DE-Hamburg,07-01-2011,4.114739,0.306596,88.000000,0.893710,0.091290,2.765930,543
380_ct,DE-Hamburg,08-01-2010,3.087874,0.278392,90.000000,0.896929,0.092180,2.186207,1179
380_ct,DE-Hamburg,08-01-2011,4.080269,0.306988,88.000000,0.897833,0.089196,2.647059,755
380_ct,DE-Hamburg,09-01-2010,2.882052,0.278752,91.000000,0.911517,0.073277,2.329666,1729
380_ct,DE-Hamburg,09-01-2011,3.610653,0.309910,88.000000,0.911716,0.077008,2.948507,690
380_ct,DE-Hamburg,10-01-2010,2.989245,0.275573,90.000000,0.888155,0.097291,2.221982,1559
380_ct,DE-Hamburg,11-01-2010,2.845132,0.283333,89.000000,0.878270,0.101109,2.206445,1331
380_ct,DE-Hamburg,12-01-2010,2.742754,0.287519,88.000000,0.877931,0.105684,2.244698,1246
380_ct,FR-Paris,01-01-2010,3.204816,0.281646,81.500000,0.560223,0.435963,1.901370,209
380_ct,FR-Paris,01-01-2011,3.187237,0.293844,81.000000,0.737843,0.255789,1.739007,1992
380_ct,FR-Paris,02-01-2010,3.468942,0.275214,84.000000,0.413736,0.581391,1.680165,672
380_ct,FR-Paris,02-01-2011,3.482254,0.296718,83.000000,0.829242,0.166186,1.995537,1729
380_ct,FR-Paris,03-01-2010,3.569140,0.280626,82.000000,0.567271,0.417596,1.921887,1565
380_ct,FR-Paris,03-01-2011,3.390232,0.294873,84.000000,0.844024,0.144628,1.969855,1635
380_ct,FR-Paris,04-01-2010,3.261793,0.281249,83.000000,0.617737,0.370073,1.877186,2815
380_ct,FR-Paris,05-01-2010,3.345910,0.281193,83.000000,0.576902,0.414228,2.037125,2722
380_ct,FR-Paris,06-01-2010,3.508890,0.279940,82.000000,0.698022,0.296324,2.281444,2223
380_ct,FR-Paris,07-01-2010,3.600651,0.281667,84.000000,0.669454,0.322214,2.272818,1801
380_ct,FR-Paris,07-01-2011,4.387201,0.309964,81.000000,0.811095,0.178767,2.165308,1441
380_ct,FR-Paris,08-01-2010,3.083072,0.282054,83.000000,0.698576,0.294949,1.746161,1357
380_ct,FR-Paris,08-01-2011,4.513995,0.309894,83.000000,0.676825,0.308235,2.000000,343
380_ct,FR-Paris,09-01-2010,2.875053,0.294083,83.000000,0.679334,0.312320,1.540454,1531
380_ct,FR-Paris,10-01-2010,3.052731,0.288852,83.000000,0.685436,0.308885,1.636559,1709
380_ct,FR-Paris,11-01-2010,2.859724,0.292624,83.000000,0.661141,0.329961,1.625128,1790
380_ct,FR-Paris,12-01-2010,2.952910,0.294865,83.500000,0.735965,0.258315,1.553846,1775
380_ct,GR-Athens,01-01-2010,,0.263877,,,,,
380_ct,GR-Athens,01-01-2011,2.240542,0.287878,140.000000,0.800805,0.177346,1.618519,1017
380_ct,GR-Athens,02-01-2010,,0.255698,137.000000,0.301583,0.687458,1.189655,
380_ct,GR-Athens,02-01-2011,2.504285,0.287547,139.000000,0.799534,0.184299,1.923020,832
380_ct,GR-Athens,03-01-2010,2.068559,0.274286,133.000000,0.738130,0.256312,1.781150,361
380_ct,GR-Athens,03-01-2011,2.749957,0.289951,132.000000,0.855820,0.136205,2.086957,955
380_ct,GR-Athens,04-01-2010,2.079177,0.277793,134.000000,0.620561,0.368146,1.659782,998
380_ct,GR-Athens,05-01-2010,2.248337,0.272600,136.000000,0.482274,0.490422,1.717569,1086
380_ct,GR-Athens,06-01-2010,2.456927,0.275242,132.000000,0.764776,0.219835,2.207751,927
380_ct,GR-Athens,07-01-2010,2.194257,0.276878,138.000000,0.765318,0.213901,2.082380,800
380_ct,GR-Athens,07-01-2011,2.730472,0.300488,132.000000,0.866010,0.116417,2.131076,780
380_ct,GR-Athens,08-01-2010,1.891004,0.277144,134.000000,0.740784,0.247346,1.680244,585
380_ct,GR-Athens,08-01-2011,1.894171,0.300194,132.000000,0.899657,0.086976,1.987835,1192
380_ct,GR-Athens,09-01-2010,1.776263,0.284034,137.000000,0.783953,0.199566,1.307557,676
380_ct,GR-Athens,09-01-2011,2.521637,0.302989,128.000000,0.898023,0.089122,2.252667,1345
380_ct,GR-Athens,10-01-2010,1.857981,0.281520,134.000000,0.783500,0.204993,1.486200,848
380_ct,GR-Athens,11-01-2010,1.956064,0.284470,134.000000,0.788631,0.202178,1.613583,785
380_ct,GR-Athens,12-01-2010,1.953197,0.288703,137.000000,0.677190,0.307919,1.391411,981
380_ct,NL-Amsterdam,01-01-2011,,0.275672,,,,,
380_ct,NL-Amsterdam,02-01-2010,,0.262694,,,,,
380_ct,NL-Amsterdam,02-01-2011,,0.266743,,,,,
380_ct,NL-Amsterdam,03-01-2010,,0.275190,89.000000,0.597015,0.398590,1.548544,
380_ct,NL-Amsterdam,04-01-2010,,0.263183,,,,,
380_ct,NL-Amsterdam,05-01-2010,,0.241549,,,,,
380_ct,NL-Amsterdam,06-01-2010,,0.261657,,,,,
380_ct,NL-Amsterdam,07-01-2011,,0.294992,,,,,
380_ct,NL-Amsterdam,08-01-2011,,0.292536,,,,,
380_ct,NL-Amsterdam,09-01-2011,,0.254893,,,,,
380_ct,NL-Amsterdam,10-01-2010,,0.246517,,,,,
380_ct,NL-Amsterdam,11-01-2010,,0.280832,,,,,
380_ct,NL-Amsterdam,12-01-2010,,0.284214,,,,,
380_ct,NL-Amsterdam-2,02-01-2010,,0.259077,,,,,
380_ct,NL-Amsterdam-2,03-01-2010,,0.275145,,,,,
380_ct,UK-London,01-01-2011,,0.276602,85.000000,0.242407,0.740679,0.798030,
380_ct,UK-London,02-01-2010,,0.264000,85.000000,0.490740,0.500499,1.727273,
380_ct,UK-London,02-01-2011,,0.277043,86.000000,0.620978,0.373890,1.074074,
380_ct,UK-London,03-01-2010,3.326879,0.274587,83.000000,0.559472,0.432117,1.795031,282
380_ct,UK-London,03-01-2011,,0.287442,,,,,
380_ct,UK-London,04-01-2010,,0.274805,85.500000,0.669363,0.323179,1.668050,
380_ct,UK-London,05-01-2010,,0.265560,83.000000,0.839788,0.132188,1.861940,
380_ct,UK-London,06-01-2010,,0.264147,84.000000,0.552728,0.443340,1.692913,
380_ct,UK-London,07-01-2010,,0.263413,,,,,
380_ct,UK-London,07-01-2011,,0.291724,,,,,
380_ct,UK-London,08-01-2010,,0.271194,,,,,
380_ct,UK-London,08-01-2011,,0.297159,85.000000,0.774247,0.208981,1.790598,
380_ct,UK-London,09-01-2010,,0.290952,,,,,
380_ct,UK-London,09-01-2011,,0.275354,87.000000,0.855808,0.136059,1.982014,
380_ct,UK-London,10-01-2010,,0.255279,,,,,
380_ct,UK-London,12-01-2010,,0.270523,,,,,
380_ct,US-CA-LosAngeles,03-01-2010,,0.214517,,,,,
380_ct,US-NY-NewYork,01-01-2011,,0.262510,,,,,
380_ct,US-NY-NewYork,02-01-2010,,0.235105,,,,,
380_ct,US-NY-NewYork,03-01-2010,,0.265569,167.000000,0.818361,0.140396,1.730233,
380_cz,FR-Paris,01-01-2011,,0.265764,88.000000,0.863439,0.124826,1.899543,
380_cz,FR-Paris,02-01-2011,,0.270566,,,,,
380_cz,FR-Paris,03-01-2010,,0.260874,93.000000,0.879481,0.098043,2.113300,
380_cz,FR-Paris,03-01-2011,,0.268701,,,,,
380_cz,FR-Paris,04-01-2010,1.894932,0.264263,87.000000,0.636307,0.358205,1.684211,229
380_cz,FR-Paris,05-01-2010,2.584914,0.277390,87.000000,0.767061,0.226612,2.017647,212
380_cz,FR-Paris,06-01-2010,,0.273214,89.000000,0.833839,0.142546,2.142857,
380_cz,FR-Paris,07-01-2010,,0.259359,90.000000,0.810588,0.179775,2.353982,
380_cz,FR-Paris,08-01-2010,,0.272538,,,,,
380_cz,FR-Paris,09-01-2010,,0.271961,,,,,
380_cz,FR-Paris,10-01-2010,,0.268778,87.000000,0.664225,0.318445,1.186364,
380_cz,FR-Paris,11-01-2010,,0.261806,,,,,
380_cz,FR-Paris,12-01-2010,,0.266974,91.000000,0.826111,0.165470,1.661836,
380_cz,GR-Athens,04-01-2010,,0.252593,,,,,
380_cz,GR-Athens,06-01-2010,,0.254006,,,,,
380_fg,DE-Hamburg,09-01-2010,,0.295475,,,,,
380_fg,DE-Hamburg,10-01-2010,,0.297916,,,,,
380_fg,DE-Hamburg,12-01-2010,,0.284275,,,,,
380_fg,FR-Paris,01-01-2011,,0.304218,58.000000,0.756667,0.231873,1.268041,
380_fg,FR-Paris,02-01-2011,3.940694,0.297165,61.000000,0.728441,0.265059,1.454810,224
380_fg,FR-Paris,03-01-2010,,0.315296,55.000000,0.584390,0.410286,2.039683,
380_fg,FR-Paris,03-01-2011,,0.303930,59.000000,0.423803,0.566284,1.390681,
380_fg,FR-Paris,04-01-2010,4.386985,0.309264,53.000000,0.579578,0.415468,1.740586,299
380_fg,FR-Paris,05-01-2010,4.275962,0.313556,54.000000,0.508865,0.486682,1.851117,255
380_fg,FR-Paris,06-01-2010,4.191692,0.318756,55.000000,0.555451,0.422566,1.923529,200
380_fg,FR-Paris,07-01-2010,,0.314582,58.000000,0.757352,0.238194,2.008439,
380_fg,FR-Paris,07-01-2011,,0.322773,56.000000,0.445456,0.550723,2.293706,
380_fg,FR-Paris,08-01-2010,,0.324688,,,,,
380_fg,FR-Paris,09-01-2010,,0.318295,55.000000,0.867940,0.125344,2.333333,
380_fg,FR-Paris,10-01-2010,,0.317173,56.000000,0.678727,0.315259,1.502041,
380_fg,FR-Paris,11-01-2010,,0.322000,56.000000,0.801753,0.193227,1.828070,
380_fg,FR-Paris,12-01-2010,,0.321819,56.500000,0.647376,0.348312,1.102740,
380_fg,GR-Athens,02-01-2011,,0.285151,,,,,
380_fg,GR-Athens,03-01-2011,,0.283536,,,,,
380_fg,GR-Athens,04-01-2010,,0.311630,,,,,
380_fg,GR-Athens,05-01-2010,,0.299095,,,,,
380_fg,GR-Athens,07-01-2011,,0.295840,,,,,
380_fg,GR-Athens,08-01-2011,,0.307217,,,,,
380_fg,GR-Athens,09-01-2011,,0.305259,102.000000,0.897813,0.093724,1.828452,
380_fi,DE-Hamburg,01-01-2011,2.891513,0.286614,77.000000,0.802612,0.179069,2.195946,1275
380_fi,DE-Hamburg,02-01-2011,3.118677,0.298507,76.000000,0.860348,0.118079,2.489796,962
380_fi,DE-Hamburg,03-01-2010,,0.251039,,,,,
380_fi,DE-Hamburg,03-01-2011,2.795774,0.304024,74.000000,0.824971,0.160121,2.472727,1335
380_fi,DE-Hamburg,04-01-2010,,0.274294,82.000000,0.714788,0.279108,1.741379,
380_fi,DE-Hamburg,05-01-2010,,0.286428,83.000000,0.818285,0.167447,2.493827,
380_fi,DE-Hamburg,06-01-2010,,0.276201,84.000000,0.558258,0.435856,2.029630,
380_fi,DE-Hamburg,07-01-2010,,0.280834,81.000000,0.536162,0.459497,2.019763,
380_fi,DE-Hamburg,07-01-2011,3.628264,0.320605,74.000000,0.852147,0.128028,2.802933,710
380_fi,DE-Hamburg,08-01-2010,2.969534,0.279104,78.000000,0.819733,0.160923,2.112961,1451
380_fi,DE-Hamburg,08-01-2011,3.632035,0.317469,76.000000,0.746346,0.238840,2.584838,861
380_fi,DE-Hamburg,09-01-2010,2.850975,0.285215,77.000000,0.911636,0.071796,2.210720,2084
380_fi,DE-Hamburg,09-01-2011,3.786668,0.323526,73.000000,0.878069,0.109482,2.722183,949
380_fi,DE-Hamburg,10-01-2010,2.810532,0.279312,77.000000,0.880006,0.106542,2.279760,1672
380_fi,DE-Hamburg,11-01-2010,2.812448,0.289016,77.000000,0.863622,0.120199,2.300289,1555
380_fi,DE-Hamburg,12-01-2010,2.865160,0.282553,78.000000,0.820074,0.161492,2.387065,1258
380_fi,FR-Paris,01-01-2010,2.042049,0.273406,79.000000,0.573200,0.414747,1.495392,263
380_fi,FR-Paris,01-01-2011,2.654415,0.292107,72.000000,0.410134,0.579209,1.745247,1710
380_fi,FR-Paris,02-01-2010,3.262833,0.284193,77.000000,0.381344,0.609472,1.867079,699
380_fi,FR-Paris,02-01-2011,2.985479,0.304877,71.000000,0.502560,0.484449,1.778523,1605
380_fi,FR-Paris,03-01-2010,3.036574,0.279794,77.000000,0.367366,0.619728,1.760542,1410
380_fi,FR-Paris,03-01-2011,2.997250,0.306455,68.000000,0.587166,0.403461,1.877771,1875
380_fi,FR-Paris,04-01-2010,2.809403,0.280512,79.000000,0.568936,0.420967,2.105668,2653
380_fi,FR-Paris,05-01-2010,2.843163,0.286957,78.000000,0.634158,0.350074,2.098945,2716
380_fi,FR-Paris,06-01-2010,3.162818,0.281736,78.000000,0.620064,0.372937,2.230748,2094
380_fi,FR-Paris,07-01-2010,3.246067,0.284286,78.000000,0.455950,0.534419,2.205236,1632
380_fi,FR-Paris,07-01-2011,4.014895,0.318742,68.000000,0.542987,0.445919,2.126054,1456
380_fi,FR-Paris,08-01-2010,3.429190,0.293193,73.000000,0.321550,0.665421,1.644444,1171
380_fi,FR-Paris,08-01-2011,3.569890,0.321805,69.000000,0.300130,0.689515,1.922956,359
380_fi,FR-Paris,09-01-2010,3.153235,0.289693,72.000000,0.513265,0.480831,1.705507,1428
380_fi,FR-Paris,10-01-2010,3.087618,0.284228,73.000000,0.532179,0.449045,1.809957,1452
380_fi,FR-Paris,11-01-2010,2.980823,0.291620,70.000000,0.510061,0.476400,1.794610,1554
380_fi,FR-Paris,12-01-2010,2.779909,0.295789,71.000000,0.453179,0.535458,1.726177,1455
380_fi,GR-Athens,01-01-2011,1.967404,0.274660,127.000000,0.520795,0.476639,1.816114,577
380_fi,GR-Athens,02-01-2010,,0.244447,,,,,
380_fi,GR-Athens,02-01-2011,2.415452,0.284142,123.000000,0.763104,0.228033,1.927875,618
380_fi,GR-Athens,03-01-2010,2.243382,0.276272,125.000000,0.458773,0.522161,1.838403,286
380_fi,GR-Athens,03-01-2011,2.447632,0.291278,119.000000,0.718831,0.261449,1.829555,732
380_fi,GR-Athens,04-01-2010,1.920747,0.278913,128.000000,0.647164,0.342665,1.924842,726
380_fi,GR-Athens,05-01-2010,2.155924,0.286374,129.000000,0.741274,0.247993,2.096942,926
380_fi,GR-Athens,06-01-2010,2.293187,0.283405,127.000000,0.531183,0.433349,2.131783,646
380_fi,GR-Athens,07-01-2010,2.306546,0.281689,129.000000,0.446675,0.540046,2.143455,506
380_fi,GR-Athens,07-01-2011,2.761791,0.305817,117.000000,0.815882,0.170119,2.320565,665
380_fi,GR-Athens,08-01-2010,2.569296,0.289013,121.000000,0.343455,0.646620,1.530040,376
380_fi,GR-Athens,08-01-2011,1.855446,0.308820,121.000000,0.868903,0.120724,2.051005,894
380_fi,GR-Athens,09-01-2010,2.159171,0.283930,122.000000,0.379807,0.602829,1.480594,446
380_fi,GR-Athens,09-01-2011,2.572784,0.310854,113.000000,0.891306,0.093343,2.058749,1152
380_fi,GR-Athens,10-01-2010,2.198906,0.273554,120.000000,0.501844,0.494223,1.723382,522
380_fi,GR-Athens,11-01-2010,2.484782,0.286124,118.000000,0.613804,0.375764,1.690647,543
380_fi,GR-Athens,12-01-2010,2.104728,0.281505,126.000000,0.427985,0.545303,1.669043,505
380_fi,NL-Amsterdam,01-01-2011,,0.240245,,,,,
380_fi,NL-Amsterdam,02-01-2010,,0.261876,,,,,
380_fi,NL-Amsterdam,02-01-2011,,0.269549,,,,,
380_fi,NL-Amsterdam,03-01-2010,,0.263702,80.000000,0.392110,0.600084,1.512712,
380_fi,NL-Amsterdam,04-01-2010,,0.238873,,,,,
380_fi,NL-Amsterdam,05-01-2010,,0.247649,,,,,
380_fi,NL-Amsterdam,06-01-2010,,0.238877,,,,,
380_fi,NL-Amsterdam,07-01-2011,,0.313614,67.000000,0.502610,0.492279,2.158103,
380_fi,NL-Amsterdam,08-01-2011,,0.291632,70.000000,0.589200,0.405790,1.466368,
380_fi,NL-Amsterdam,09-01-2010,,0.242358,,,,,
380_fi,NL-Amsterdam,09-01-2011,,0.280853,73.000000,0.669561,0.310804,2.313084,
380_fi,NL-Amsterdam,10-01-2010,,0.220429,,,,,
380_fi,NL-Amsterdam,11-01-2010,,0.216658,,,,,
380_fi,NL-Amsterdam,12-01-2010,,0.249419,,,,,
380_fi,NL-Amsterdam-2,02-01-2010,,0.267253,92.000000,0.634070,0.356246,1.590244,
380_fi,NL-Amsterdam-2,03-01-2010,,0.260057,,,,,
380_fi,UK-London,01-01-2011,,0.269941,,,,,
380_fi,UK-London,02-01-2010,,0.274480,81.000000,0.385563,0.584440,2.049451,
380_fi,UK-London,02-01-2011,,0.281567,,,,,
380_fi,UK-London,03-01-2010,1.846952,0.266377,82.000000,0.574896,0.416511,1.648485,273
380_fi,UK-London,03-01-2011,,0.283844,,,,,
380_fi,UK-London,04-01-2010,,0.259470,81.000000,0.773904,0.216647,1.228464,
380_fi,UK-London,05-01-2010,,0.266113,82.000000,0.567190,0.424465,1.903704,
380_fi,UK-London,06-01-2010,,0.280526,80.000000,0.843561,0.148247,2.207469,
380_fi,UK-London,07-01-2010,,0.280808,,,,,
380_fi,UK-London,07-01-2011,,0.302222,75.000000,0.669421,0.318244,2.073529,
380_fi,UK-London,08-01-2010,,0.268092,,,,,
380_fi,UK-London,08-01-2011,,0.302424,73.000000,0.201537,0.789452,1.942568,
380_fi,UK-London,09-01-2010,,0.255304,,,,,
380_fi,UK-London,09-01-2011,3.544922,0.291101,78.000000,0.467513,0.527051,2.170103,218
380_fi,UK-London,10-01-2010,,0.257197,,,,,
380_fi,UK-London,12-01-2010,,0.276164,,,,,
380_fi,US-NY-NewYork,03-01-2010,,0.290226,,,,,
380_fo,DE-Hamburg,01-01-2011,,0.288295,79.000000,0.910407,0.072809,2.043636,
380_fo,DE-Hamburg,02-01-2011,,0.295945,,,,,
380_fo,DE-Hamburg,03-01-2011,,0.306700,,,,,
380_fo,DE-Hamburg,08-01-2010,2.324880,0.288582,81.000000,0.928477,0.060970,2.068452,253
380_fo,DE-Hamburg,08-01-2011,,0.313166,78.000000,0.903709,0.082563,3.158879,
380_fo,DE-Hamburg,09-01-2010,1.988199,0.278915,80.000000,0.914168,0.070962,1.977444,282
380_fo,DE-Hamburg,10-01-2010,2.245438,0.289685,79.000000,0.884757,0.101905,2.104878,279
380_fo,DE-Hamburg,11-01-2010,2.038282,0.285251,81.500000,0.879831,0.106776,2.236923,224
380_fo,DE-Hamburg,12-01-2010,,0.292322,76.000000,0.809654,0.176170,2.182171,
380_fo,FR-Paris,01-01-2011,2.544960,0.299305,73.000000,0.760302,0.234497,1.424242,303
380_fo,FR-Paris,02-01-2010,,0.287353,,,,,
380_fo,FR-Paris,02-01-2011,,0.301887,73.000000,0.603186,0.390937,1.666667,
380_fo,FR-Paris,03-01-2010,3.031231,0.302710,76.000000,0.739466,0.253166,1.684755,245
380_fo,FR-Paris,03-01-2011,,0.310968,69.000000,0.795435,0.195274,2.086207,
380_fo,FR-Paris,04-01-2010,2.297282,0.296864,77.000000,0.704054,0.286301,1.594005,457
380_fo,FR-Paris,05-01-2010,2.874952,0.295695,76.000000,0.807598,0.182186,1.874811,408
380_fo,FR-Paris,06-01-2010,3.516752,0.289115,74.000000,0.468178,0.527887,1.829525,333
380_fo,FR-Paris,07-01-2010,3.182837,0.295090,78.000000,0.583276,0.410849,2.144703,217
380_fo,FR-Paris,07-01-2011,,0.315412,73.000000,0.541923,0.440616,1.962329,
380_fo,FR-Paris,08-01-2010,,0.308388,71.000000,0.154929,0.839487,1.174174,
380_fo,FR-Paris,09-01-2010,3.239224,0.305907,73.000000,0.420119,0.562137,1.497340,212
380_fo,FR-Paris,10-01-2010,2.821287,0.306671,72.000000,0.415213,0.577907,1.660804,226
380_fo,FR-Paris,11-01-2010,2.257756,0.300634,71.000000,0.511869,0.484108,1.597333,210
380_fo,FR-Paris,12-01-2010,2.658723,0.293097,72.000000,0.659624,0.336597,1.303318,251
380_fo,GR-Athens,01-01-2011,,0.292839,,,,,
380_fo,GR-Athens,02-01-2011,,0.289501,,,,,
380_fo,GR-Athens,04-01-2010,,0.275438,124.000000,0.822000,0.147687,1.802885,
380_fo,GR-Athens,05-01-2010,,0.280720,129.000000,0.483424,0.511059,1.665399,
380_fo,GR-Athens,06-01-2010,,0.281030,126.000000,0.810564,0.159808,2.446078,
380_fo,GR-Athens,07-01-2010,,0.283918,,,,,
380_fo,GR-Athens,08-01-2011,,0.312310,,,,,
380_fo,GR-Athens,09-01-2010,,0.299307,,,,,
380_fo,GR-Athens,09-01-2011,,0.306606,118.000000,0.868136,0.119010,2.219048,
380_fo,GR-Athens,10-01-2010,,0.304442,,,,,
380_fo,GR-Athens,11-01-2010,,0.297747,,,,,
380_fo,GR-Athens,12-01-2010,,0.284335,,,,,
380_ge,DE-Hamburg,01-01-2011,3.716436,0.314616,58.000000,0.883861,0.101613,2.309882,1293
380_ge,DE-Hamburg,02-01-2011,3.705750,0.313732,57.000000,0.874729,0.111393,2.450388,852
380_ge,DE-Hamburg,03-01-2010,,0.328347,53.000000,0.685946,0.307143,2.096330,
380_ge,DE-Hamburg,03-01-2011,3.784804,0.317266,59.000000,0.918683,0.060613,2.635691,907
380_ge,DE-Hamburg,04-01-2010,,0.311075,52.000000,0.652248,0.335687,1.585034,
380_ge,DE-Hamburg,05-01-2010,4.569520,0.314467,54.000000,0.773131,0.216577,1.619318,222
380_ge,DE-Hamburg,06-01-2010,,0.318673,53.000000,0.656227,0.336047,1.663333,
380_ge,DE-Hamburg,07-01-2010,,0.321096,54.500000,0.623916,0.364155,1.721831,
380_ge,DE-Hamburg,07-01-2011,4.190874,0.324761,60.000000,0.822096,0.161977,2.836425,407
380_ge,DE-Hamburg,08-01-2010,3.716982,0.304424,58.000000,0.879662,0.107173,1.947253,1223
380_ge,DE-Hamburg,08-01-2011,4.526436,0.330547,60.000000,0.755771,0.239161,2.664589,504
380_ge,DE-Hamburg,09-01-2010,3.393967,0.306437,60.000000,0.929160,0.057952,2.041798,1613
380_ge,DE-Hamburg,09-01-2011,4.042310,0.328906,60.000000,0.869558,0.108911,2.741307,512
380_ge,DE-Hamburg,10-01-2010,3.632783,0.308224,58.000000,0.858389,0.124439,2.142048,1459
380_ge,DE-Hamburg,11-01-2010,3.927256,0.312774,56.000000,0.880710,0.106360,2.206274,1470
380_ge,DE-Hamburg,12-01-2010,3.873555,0.313798,57.000000,0.821043,0.163295,2.274272,1090
380_ge,FR-Paris,01-01-2010,4.442751,0.307221,51.000000,0.717458,0.277076,1.901370,242
380_ge,FR-Paris,01-01-2011,3.943122,0.315145,53.000000,0.450157,0.539289,1.577233,1642
380_ge,FR-Paris,02-01-2010,4.708669,0.311111,48.000000,0.410066,0.583340,2.088296,589
380_ge,FR-Paris,02-01-2011,4.609761,0.323515,53.000000,0.592443,0.401852,1.727353,1431
380_ge,FR-Paris,03-01-2010,4.256927,0.321492,48.000000,0.537616,0.456645,1.811546,1300
380_ge,FR-Paris,03-01-2011,4.123249,0.320758,53.000000,0.713500,0.282012,1.886076,1409
380_ge,FR-Paris,04-01-2010,4.142441,0.312319,49.000000,0.625846,0.362814,2.079237,2386
380_ge,FR-Paris,05-01-2010,4.337920,0.313324,50.000000,0.619825,0.371852,2.176574,2551
380_ge,FR-Paris,06-01-2010,4.187739,0.312602,50.000000,0.406853,0.587223,2.001785,1635
380_ge,FR-Paris,07-01-2010,4.079355,0.317333,51.000000,0.497338,0.497578,2.162025,1465
380_ge,FR-Paris,07-01-2011,4.359242,0.325583,57.000000,0.477501,0.518125,2.137542,906
380_ge,FR-Paris,08-01-2010,4.225331,0.316535,52.000000,0.521001,0.466903,1.642979,1073
380_ge,FR-Paris,08-01-2011,4.777550,0.332251,57.000000,0.713678,0.281901,2.504000,236
380_ge,FR-Paris,09-01-2010,3.642134,0.316386,54.000000,0.552955,0.441730,1.369965,1269
380_ge,FR-Paris,10-01-2010,4.400133,0.320986,52.000000,0.470327,0.517139,1.647173,1250
380_ge,FR-Paris,11-01-2010,3.978803,0.320756,51.000000,0.462514,0.529091,1.420968,1508
